City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
258,Bubaque,11.2833,-15.8333,80.55,80,39,10.54,GW,scattered clouds,2022-06-29 19:59:03
259,Winslow,35.0242,-110.6974,84.38,32,75,18.41,US,broken clouds,2022-06-29 19:59:03
260,Geraldton,-28.7667,114.6,48.61,76,0,3.44,AU,clear sky,2022-06-29 19:55:13
261,Dustlik,40.5247,68.0358,88.05,16,0,7.4,UZ,clear sky,2022-06-29 19:59:03
262,Polovinnoye,54.7914,65.9864,43.09,96,37,10.71,RU,scattered clouds,2022-06-29 19:59:04
263,West Plains,36.7281,-91.8524,91.81,46,0,4.0,US,clear sky,2022-06-29 19:59:04
264,Pontianak,-0.0333,109.3333,75.18,100,75,2.3,ID,broken clouds,2022-06-29 19:59:04
265,College,64.8569,-147.8028,71.58,52,17,6.29,US,few clouds,2022-06-29 19:59:05
266,Yellowknife,62.456,-114.3525,59.56,51,20,6.91,CA,few clouds,2022-06-29 19:58:14
267,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.19,82,90,10.76,BR,overcast clouds,2022-06-29 19:59:05
268,Praia Da Vitoria,38.7333,-27.0667,70.05,83,75,4.32,PT,broken clouds,2022-06-29 19:59:06
269,Neiafu,-18.65,-173.9833,77.68,94,20,0.0,TO,few clouds,2022-06-29 19:59:06
270,Port Moresby,-9.4431,147.1797,74.19,84,12,3.36,PG,few clouds,2022-06-29 19:59:06
271,Haines Junction,60.7522,-137.5108,78.01,36,17,4.07,CA,few clouds,2022-06-29 19:59:07
272,Trenggalek,-8.05,111.7167,72.86,94,97,2.35,ID,light rain,2022-06-29 19:54:35
273,Hofn,64.2539,-15.2082,51.22,88,22,7.4,IS,few clouds,2022-06-29 19:59:07
274,Leshukonskoye,64.8989,45.7622,48.65,77,5,5.82,RU,clear sky,2022-06-29 19:59:08
275,Santa Maria,-29.6842,-53.8069,60.1,51,0,1.14,BR,clear sky,2022-06-29 19:59:08
276,Ribeira Grande,38.5167,-28.7,70.2,88,40,8.05,PT,scattered clouds,2022-06-29 19:59:09
277,Ust-Nera,64.5667,143.2,56.55,65,98,5.32,RU,overcast clouds,2022-06-29 19:59:09
278,Domoni,-12.2569,44.5319,73.62,70,2,7.4,KM,clear sky,2022-06-29 19:59:09
279,Itarema,-2.9248,-39.9167,79.65,79,85,13.8,BR,overcast clouds,2022-06-29 19:59:10
280,Aqtobe,50.2797,57.2072,53.69,62,0,8.95,KZ,clear sky,2022-06-29 19:59:10
281,Loharu,28.45,75.8167,94.35,44,18,8.97,IN,few clouds,2022-06-29 19:59:10
282,Les Cayes,18.2,-73.75,86.13,63,99,8.68,HT,overcast clouds,2022-06-29 19:59:11
283,Balud,10.1476,123.6953,80.56,80,100,7.34,PH,overcast clouds,2022-06-29 19:59:11
284,Wuda,39.4994,106.7117,72.27,47,4,5.55,CN,clear sky,2022-06-29 19:59:11
285,Sanford,28.8006,-81.2731,96.12,56,81,5.99,US,broken clouds,2022-06-29 19:59:12
286,Nokaneng,-19.6667,22.2667,54.88,64,50,5.46,BW,scattered clouds,2022-06-29 19:59:12
287,Gigmoto,13.7796,124.39,80.4,84,100,9.86,PH,overcast clouds,2022-06-29 19:59:13
288,Shelburne,44.0787,-80.2041,68.31,72,35,10.87,CA,scattered clouds,2022-06-29 19:56:42
289,Lebu,-37.6167,-73.65,52.21,79,3,6.08,CL,clear sky,2022-06-29 19:59:13
290,Ban Phai,16.06,102.731,82.62,69,72,13.98,TH,broken clouds,2022-06-29 19:59:13
291,Vadso,70.0744,29.7487,83.28,44,0,2.3,NO,clear sky,2022-06-29 19:59:14
292,Brigantine,39.4101,-74.3646,85.19,59,0,14.07,US,clear sky,2022-06-29 19:59:14
293,Mana,5.6592,-53.7767,73.09,98,100,2.8,GF,light rain,2022-06-29 19:59:14
294,Bhimunipatnam,17.8833,83.4333,81.91,80,100,12.97,IN,overcast clouds,2022-06-29 19:59:15
295,Pisco,-13.7,-76.2167,66.25,63,0,9.22,PE,clear sky,2022-06-29 19:59:15
296,Westport,41.1415,-73.3579,86.31,47,0,5.01,US,clear sky,2022-06-29 19:59:16
297,Sumbe,-11.2061,13.8437,69.75,88,57,8.66,AO,broken clouds,2022-06-29 19:59:16
298,Saint-Pierre,-21.3393,55.4781,67.68,73,100,19.57,RE,overcast clouds,2022-06-29 19:59:16
299,Punta De Bombon,-17.1717,-71.7931,63.72,73,68,5.55,PE,broken clouds,2022-06-29 19:59:17
300,Kloulklubed,7.0419,134.2556,83.97,72,78,10.54,PW,broken clouds,2022-06-29 19:59:17
301,Halden,59.1226,11.3871,64.83,68,90,1.97,NO,overcast clouds,2022-06-29 19:59:18
302,Panguiranan,12.0699,123.3185,81.66,77,100,10.29,PH,moderate rain,2022-06-29 19:59:18
303,Mahuva,21.0914,71.7622,83.84,80,100,15.32,IN,overcast clouds,2022-06-29 19:59:18
304,Katangli,51.7102,143.2326,48.29,90,3,5.46,RU,clear sky,2022-06-29 19:59:19
305,Kosh-Agach,50.0,88.6667,55.06,41,96,1.54,RU,overcast clouds,2022-06-29 19:59:19
306,Karratha,-20.7377,116.8463,64.51,34,0,21.61,AU,clear sky,2022-06-29 19:59:19
307,Alyangula,-13.8483,136.4192,72.75,76,100,16.37,AU,overcast clouds,2022-06-29 19:59:20
308,Logan,41.7355,-111.8344,89.04,31,63,4.0,US,broken clouds,2022-06-29 19:57:47
309,Redding,40.5865,-122.3917,96.62,14,0,1.99,US,clear sky,2022-06-29 19:57:46
310,Luderitz,-26.6481,15.1594,69.8,39,0,11.18,NA,clear sky,2022-06-29 19:59:20
311,Saint George,37.1041,-113.5841,106.63,18,22,11.01,US,few clouds,2022-06-29 19:58:21
312,Egvekinot,66.3167,-179.1667,37.17,98,100,7.43,RU,overcast clouds,2022-06-29 19:59:21
313,Marquette,46.5333,-87.6335,70.77,64,100,3.49,US,overcast clouds,2022-06-29 19:59:21
314,Mazatan,14.8667,-92.45,84.72,73,57,6.04,MX,broken clouds,2022-06-29 19:59:22
315,Piopio,-38.4667,175.0167,45.09,99,14,3.04,NZ,few clouds,2022-06-29 19:59:22
316,Rawson,-43.3002,-65.1023,45.88,58,13,27.25,AR,few clouds,2022-06-29 19:59:22
317,Pochutla,15.7432,-96.4661,89.82,60,29,7.61,MX,scattered clouds,2022-06-29 19:59:23
318,Samana,19.2056,-69.3369,91.62,62,40,11.5,DO,scattered clouds,2022-06-29 19:59:23
319,Kapoeta,4.7717,33.5903,75.45,64,17,5.14,SS,few clouds,2022-06-29 19:59:24
320,Mae Chan,20.1467,99.8526,76.78,98,100,1.68,TH,overcast clouds,2022-06-29 19:59:24
321,Auki,-8.7676,160.7034,77.43,87,15,3.89,SB,few clouds,2022-06-29 19:59:24
322,Thinadhoo,0.5333,72.9333,82.87,73,65,6.22,MV,broken clouds,2022-06-29 19:59:24
323,Bilma,18.6853,12.9164,94.6,21,78,9.62,NE,broken clouds,2022-06-29 19:59:25
324,Torbat-E Jam,35.244,60.6225,86.95,26,0,29.46,IR,clear sky,2022-06-29 19:59:25
325,Apodi,-5.6642,-37.7989,84.42,53,100,6.04,BR,light rain,2022-06-29 19:59:26
326,Kankan,10.3854,-9.3057,81.59,64,55,6.53,GN,broken clouds,2022-06-29 19:59:26
327,Marrakesh,31.6315,-8.0083,80.67,41,0,12.66,MA,clear sky,2022-06-29 19:55:03
328,Fecamp,49.7579,0.3746,61.68,82,100,6.13,FR,light rain,2022-06-29 19:59:26
329,Padang,-0.9492,100.3543,74.1,97,100,7.49,ID,light rain,2022-06-29 19:59:27
330,Astana,51.1801,71.446,49.95,62,40,6.71,KZ,scattered clouds,2022-06-29 19:59:27
331,Christchurch,-43.5333,172.6333,43.48,93,28,3.44,NZ,scattered clouds,2022-06-29 19:55:44
332,Talnakh,69.4865,88.3972,54.21,50,100,9.1,RU,overcast clouds,2022-06-29 19:59:28
333,Banepa,27.6298,85.5214,68.32,94,75,2.3,NP,broken clouds,2022-06-29 19:59:28
334,Kjopsvik,68.097,16.3742,56.17,92,95,2.39,NO,overcast clouds,2022-06-29 19:59:28
335,Masallatah,32.6167,14.0,86.02,30,1,5.66,LY,clear sky,2022-06-29 19:59:29
336,Klaksvik,62.2266,-6.589,52.72,99,98,15.14,FO,overcast clouds,2022-06-29 19:59:29
337,Sistranda,63.7256,8.834,62.56,86,93,21.65,NO,overcast clouds,2022-06-29 19:59:30
338,Arucas,28.1198,-15.5233,69.82,77,49,16.51,ES,scattered clouds,2022-06-29 19:59:30
339,Ourinhos,-22.9789,-49.8706,72.3,60,0,7.92,BR,clear sky,2022-06-29 19:59:30
340,Cavalcante,-13.7975,-47.4583,81.16,28,0,0.65,BR,clear sky,2022-06-29 19:59:31
341,Aksu,41.1231,80.2644,82.22,26,1,6.82,CN,clear sky,2022-06-29 19:59:31
342,Alofi,-19.0595,-169.9187,75.09,94,81,6.91,NU,broken clouds,2022-06-29 19:59:32
343,Clyde River,70.4692,-68.5914,41.23,81,20,11.5,CA,few clouds,2022-06-29 19:59:32
344,Ystad,55.4297,13.8204,66.94,81,85,3.6,SE,overcast clouds,2022-06-29 19:59:33
345,Sarangani,5.4033,125.4636,83.59,73,99,7.45,PH,overcast clouds,2022-06-29 19:59:33
346,Campina Verde,-19.5356,-49.4864,81.54,31,0,6.22,BR,clear sky,2022-06-29 19:59:34
347,Seoul,37.5683,126.9778,72.79,94,100,8.05,KR,heavy intensity rain,2022-06-29 19:56:12
348,Grindavik,63.8424,-22.4338,55.87,71,0,12.66,IS,clear sky,2022-06-29 19:59:34
349,Isangel,-19.55,169.2667,71.47,77,44,11.79,VU,scattered clouds,2022-06-29 19:59:34
350,Torbay,47.6666,-52.7314,73.76,92,100,16.11,CA,overcast clouds,2022-06-29 19:59:35
351,Borogontsy,62.6683,131.1683,59.47,99,100,2.59,RU,light rain,2022-06-29 19:59:35
352,Mayo,38.8876,-76.5119,88.93,61,0,3.0,US,clear sky,2022-06-29 19:59:35
353,Tiznit,29.5833,-9.5,63.27,81,39,6.82,MA,scattered clouds,2022-06-29 19:59:36
354,Laguna,38.421,-121.4238,93.31,35,0,9.22,US,clear sky,2022-06-29 19:59:36
355,Nantucket,41.2835,-70.0995,75.09,75,0,9.78,US,clear sky,2022-06-29 19:59:36
356,Codrington,-38.2667,141.9667,46.04,90,95,1.63,AU,overcast clouds,2022-06-29 19:59:37
357,Yaan,7.3833,8.5667,76.5,82,100,6.38,NG,overcast clouds,2022-06-29 19:59:37
358,Sao Filipe,14.8961,-24.4956,74.37,74,88,13.42,CV,overcast clouds,2022-06-29 19:59:37
359,Mosquera,4.7059,-74.2302,60.89,72,75,4.61,CO,light intensity drizzle,2022-06-29 19:59:38
360,Correntina,-13.3433,-44.6367,82.0,27,1,3.18,BR,clear sky,2022-06-29 19:59:38
361,Madhipura,25.9167,86.7833,77.9,94,100,9.01,IN,overcast clouds,2022-06-29 19:59:39
362,Nemuro,43.3236,145.575,51.62,92,87,7.85,JP,overcast clouds,2022-06-29 19:59:39
363,Kahului,20.8947,-156.47,78.84,83,79,10.0,US,broken clouds,2022-06-29 19:59:39
364,Prince Rupert,54.3161,-130.3201,56.89,96,100,4.61,CA,overcast clouds,2022-06-29 19:59:40
365,Horodok,49.1637,26.5839,69.42,68,23,10.76,UA,few clouds,2022-06-29 19:59:40
366,Genhe,50.7833,121.5167,60.1,84,38,1.9,CN,scattered clouds,2022-06-29 19:59:40
367,Gombe,10.2897,11.1673,77.2,72,7,1.28,NG,moderate rain,2022-06-29 19:59:41
368,Shimoda,34.6667,138.95,75.11,92,100,11.7,JP,overcast clouds,2022-06-29 19:59:41
369,Salamiyah,35.0113,37.0532,76.51,46,0,7.83,SY,clear sky,2022-06-29 19:59:42
370,Sterling,39.0062,-77.4286,89.4,51,75,8.99,US,broken clouds,2022-06-29 19:58:54
371,Valley City,46.9233,-98.0032,75.72,64,0,16.11,US,clear sky,2022-06-29 19:57:17
372,Sitka,57.0531,-135.33,58.73,87,100,4.68,US,overcast clouds,2022-06-29 19:59:42
373,Zhangjiakou,40.81,114.8794,64.35,81,45,2.17,CN,scattered clouds,2022-06-29 19:55:58
374,Aguililla,18.7333,-102.7333,81.55,59,96,3.2,MX,overcast clouds,2022-06-29 19:59:43
375,La Ciotat,43.1748,5.6045,75.09,74,0,6.02,FR,clear sky,2022-06-29 19:59:43
376,Richards Bay,-28.783,32.0377,60.75,65,83,3.85,ZA,broken clouds,2022-06-29 19:59:43
377,Ahipara,-35.1667,173.1667,57.61,79,62,18.84,NZ,broken clouds,2022-06-29 19:59:44
378,Marsh Harbour,26.5412,-77.0636,82.31,76,93,14.74,BS,overcast clouds,2022-06-29 19:59:44
379,Riyadh,24.6877,46.7219,95.14,11,1,10.07,SA,clear sky,2022-06-29 19:58:40
380,Snezhnogorsk,69.1933,33.2531,69.58,65,43,6.49,RU,scattered clouds,2022-06-29 19:59:45
381,Brae,60.3964,-1.353,56.79,84,98,17.98,GB,overcast clouds,2022-06-29 19:59:45
382,Sozimskiy,59.7418,52.2482,47.64,72,99,6.2,RU,overcast clouds,2022-06-29 19:59:45
383,Santa Cruz,-17.8,-63.1667,78.85,36,0,9.22,BO,clear sky,2022-06-29 19:58:48
384,Nanortalik,60.1432,-45.2371,40.24,96,100,4.27,GL,overcast clouds,2022-06-29 19:59:46
385,Kaeo,-35.1,173.7833,54.32,91,27,14.54,NZ,scattered clouds,2022-06-29 19:59:46
386,Pedernales,18.0384,-71.744,87.57,57,100,8.84,DO,overcast clouds,2022-06-29 19:59:47
387,Vila Velha,-20.3297,-40.2925,78.75,75,0,11.5,BR,clear sky,2022-06-29 19:59:47
388,Columbus,39.9612,-82.9988,87.33,30,0,5.75,US,clear sky,2022-06-29 19:56:28
389,Svobodnyy,51.4,128.1333,64.08,89,6,3.31,RU,clear sky,2022-06-29 19:59:48
390,Riohacha,11.5444,-72.9072,86.11,74,100,13.8,CO,overcast clouds,2022-06-29 19:59:48
391,Garachine,8.0647,-78.3628,81.95,78,33,5.53,PA,scattered clouds,2022-06-29 19:59:49
392,Sur,22.5667,59.5289,86.76,68,94,16.11,OM,overcast clouds,2022-06-29 19:59:49
393,Witbank,-25.8713,29.2332,46.63,50,0,2.04,ZA,clear sky,2022-06-29 19:59:49
394,Colac,-38.3333,143.5833,45.18,76,78,2.17,AU,moderate rain,2022-06-29 19:59:50
395,Beringovskiy,63.05,179.3167,47.35,83,20,14.29,RU,few clouds,2022-06-29 19:59:50
396,San Policarpo,12.1791,125.5072,79.43,86,100,8.81,PH,light rain,2022-06-29 19:59:50
397,Olafsvik,64.8945,-23.7142,53.73,80,95,9.04,IS,overcast clouds,2022-06-29 19:59:51
398,Elat,29.5581,34.9482,94.84,20,0,11.5,IL,clear sky,2022-06-29 19:58:25
399,Maragogi,-9.0122,-35.2225,75.65,84,83,10.29,BR,broken clouds,2022-06-29 19:59:51
400,Campeche,19.0,-90.5,98.24,30,15,4.29,MX,few clouds,2022-06-29 19:55:15
401,Honiara,-9.4333,159.95,76.87,86,5,7.54,SB,clear sky,2022-06-29 19:59:52
402,Frederico Westphalen,-27.3592,-53.3944,52.45,78,0,1.1,BR,clear sky,2022-06-29 19:59:52
403,Copiapo,-27.3667,-70.3333,58.69,11,0,5.48,CL,clear sky,2022-06-29 19:55:01
404,Tooele,40.5308,-112.2983,91.56,22,0,16.11,US,clear sky,2022-06-29 19:59:00
405,Guayaramerin,-10.8368,-65.3614,89.78,32,64,4.25,BO,broken clouds,2022-06-29 19:59:53
406,Prabumulih,-3.45,104.25,72.18,98,100,1.9,ID,overcast clouds,2022-06-29 19:59:53
407,Nova Olimpia,-14.7972,-57.2881,86.11,34,4,1.34,BR,clear sky,2022-06-29 19:59:54
408,Otane,-39.8833,176.6333,45.01,96,18,3.29,NZ,few clouds,2022-06-29 19:59:54
409,Puerto Escondido,15.85,-97.0667,86.9,66,27,8.86,MX,scattered clouds,2022-06-29 19:59:54
410,Sandnessjoen,66.0217,12.6316,61.32,88,20,12.66,NO,few clouds,2022-06-29 19:59:55
411,Lundazi,-12.2929,33.1782,54.79,91,7,4.72,ZM,clear sky,2022-06-29 19:59:55
412,Mahajanga,-15.7167,46.3167,71.62,56,20,8.05,MG,few clouds,2022-06-29 19:59:56
413,Lakes Entrance,-37.8811,147.981,44.17,73,100,3.31,AU,light rain,2022-06-29 19:59:56
414,Ternate,0.8,127.4,80.13,81,36,5.01,ID,scattered clouds,2022-06-29 19:59:56
415,Kavaratti,10.5669,72.642,82.08,79,100,23.0,IN,overcast clouds,2022-06-29 19:59:57
416,Yatou,37.15,122.3833,71.91,99,100,5.39,CN,overcast clouds,2022-06-29 19:59:57
417,Azul,-36.777,-59.8585,58.33,38,100,10.92,AR,overcast clouds,2022-06-29 19:56:31
418,Nizhnedevitsk,51.5419,38.3657,59.09,74,51,7.94,RU,broken clouds,2022-06-29 19:59:58
419,Ust-Karsk,52.7011,118.8077,65.37,77,22,1.25,RU,few clouds,2022-06-29 19:59:58
420,Vostok,46.4856,135.8833,58.91,92,100,2.95,RU,overcast clouds,2022-06-29 19:59:58
421,Faya,18.3851,42.4509,78.91,42,35,5.12,SA,scattered clouds,2022-06-29 19:59:59
422,Ligayan,4.6533,119.4706,84.02,77,100,13.85,PH,light rain,2022-06-29 19:59:59
423,Kununurra,-15.7667,128.7333,67.98,64,100,10.36,AU,overcast clouds,2022-06-29 20:00:00
424,San Carlos De Bariloche,-41.1456,-71.3082,40.75,60,40,21.85,AR,scattered clouds,2022-06-29 19:59:29
425,Barreirinhas,-2.7469,-42.8264,79.77,84,58,6.33,BR,light rain,2022-06-29 20:00:00
426,Walvis Bay,-22.9575,14.5053,71.33,36,0,4.68,NA,clear sky,2022-06-29 20:00:01
427,Sale,34.0389,-6.8166,70.63,78,20,5.75,MA,few clouds,2022-06-29 20:00:01
428,Shingu,33.7333,135.9833,72.95,93,12,6.38,JP,few clouds,2022-06-29 20:00:02
429,Cayenne,4.9333,-52.3333,75.24,1,75,3.44,GF,light rain,2022-06-29 20:00:03
430,Takhatgarh,25.3333,73.0,90.07,60,100,17.92,IN,overcast clouds,2022-06-29 20:00:03
431,Bengbu,32.9408,117.3608,78.17,84,66,4.97,CN,broken clouds,2022-06-29 19:58:23
432,Autazes,-3.5797,-59.1306,90.37,43,22,3.13,BR,few clouds,2022-06-29 20:00:04
433,Korla,41.7597,86.1469,82.02,30,5,5.93,CN,clear sky,2022-06-29 20:00:05
434,Chik,54.9928,82.4311,57.34,82,100,15.66,RU,overcast clouds,2022-06-29 20:00:05
435,Khanpur,28.6453,70.6567,96.87,41,14,22.59,PK,few clouds,2022-06-29 20:00:06
436,Kodinsk,58.6881,99.1844,57.47,72,38,4.03,RU,scattered clouds,2022-06-29 20:00:06
437,Khuzdar,27.7384,66.6434,82.2,55,100,9.55,PK,overcast clouds,2022-06-29 20:00:07
438,Acapulco,16.8634,-99.8901,86.5,67,41,8.93,MX,scattered clouds,2022-06-29 19:56:46
439,Puerto Del Rosario,28.5004,-13.8627,71.35,64,40,23.02,ES,scattered clouds,2022-06-29 20:00:08
440,North Bend,43.4065,-124.2243,72.25,100,42,1.01,US,scattered clouds,2022-06-29 20:00:09
441,Severobaykalsk,55.65,109.3167,54.46,97,71,2.57,RU,light rain,2022-06-29 20:00:09
442,Bull Savanna,17.8868,-77.5902,81.19,74,72,9.6,JM,moderate rain,2022-06-29 20:00:10
443,Tigil,57.8,158.6667,60.84,62,0,7.25,RU,clear sky,2022-06-29 20:00:11
444,Jinchang,38.4953,102.1739,73.45,32,96,2.51,CN,overcast clouds,2022-06-29 20:00:11
445,Harnosand,62.6323,17.9379,71.62,98,100,4.25,SE,overcast clouds,2022-06-29 20:00:12
446,Brokopondo,4.75,-55.1667,74.86,92,100,2.24,SR,light rain,2022-06-29 20:00:13
447,Abnub,27.2696,31.1511,86.43,32,0,10.49,EG,clear sky,2022-06-29 20:00:13
448,Tokur,53.1333,132.9,55.99,83,8,2.06,RU,clear sky,2022-06-29 20:00:14
449,Smolenskoye,52.3044,85.0781,68.0,57,100,15.57,RU,overcast clouds,2022-06-29 20:00:14
450,Buala,-8.145,159.5921,80.19,83,9,9.42,SB,clear sky,2022-06-29 20:00:15
451,Dax,43.75,-1.1667,65.39,93,75,4.61,FR,light rain,2022-06-29 20:00:15
452,Weyburn,49.6668,-103.8511,83.79,30,99,13.76,CA,overcast clouds,2022-06-29 20:00:16
453,Maloy,61.9353,5.1136,65.93,86,27,6.8,NO,scattered clouds,2022-06-29 20:00:17
454,Khandyga,62.6667,135.6,58.8,96,100,2.35,RU,moderate rain,2022-06-29 20:00:17
455,Kepno,51.2784,17.9891,68.77,92,98,6.78,PL,moderate rain,2022-06-29 20:00:18
456,Santiago De Chuco,-8.15,-78.1833,63.21,26,0,4.0,PE,clear sky,2022-06-29 20:00:19
457,Harlingen,26.1906,-97.6961,91.98,84,90,18.61,US,overcast clouds,2022-06-29 19:59:51
458,Sena Madureira,-9.0656,-68.6569,91.83,30,0,3.65,BR,clear sky,2022-06-29 20:00:19
459,Pacific Grove,36.6177,-121.9166,78.39,80,40,11.5,US,scattered clouds,2022-06-29 20:00:20
460,Nelson Bay,-32.7167,152.15,55.0,93,100,7.0,AU,overcast clouds,2022-06-29 20:00:21
461,Biloela,-24.4167,150.5,55.06,90,95,5.5,AU,overcast clouds,2022-06-29 19:58:10
462,Winsum,53.33,6.5208,75.22,81,9,6.02,NL,clear sky,2022-06-29 20:00:22
463,Polunochnoye,60.8697,60.4153,43.84,80,78,8.84,RU,broken clouds,2022-06-29 20:00:22
464,Margate,51.3813,1.3862,62.87,78,99,4.0,GB,light rain,2022-06-29 20:00:23
465,Denpasar,-8.65,115.2167,78.46,89,40,9.22,ID,light rain,2022-06-29 20:00:05
466,Kedrovyy,56.1667,91.8167,52.21,77,93,5.01,RU,overcast clouds,2022-06-29 20:00:24
467,Letka,59.6011,49.4232,50.23,70,82,6.98,RU,broken clouds,2022-06-29 20:00:25
468,Santa Maria Del Oro,25.9333,-105.3667,79.36,35,80,8.16,MX,light rain,2022-06-29 20:00:25
469,Ximei,24.9639,118.3794,76.53,88,61,2.33,CN,broken clouds,2022-06-29 20:00:26
470,Tubmanburg,6.8708,-10.8172,74.88,94,91,3.09,LR,light rain,2022-06-29 20:00:26
471,Kargil,34.5667,76.1,64.78,42,0,6.31,IN,clear sky,2022-06-29 20:00:27
472,Bairnsdale,-37.8333,147.6167,44.06,92,100,2.73,AU,overcast clouds,2022-06-29 20:00:27
473,Port Augusta,-32.5,137.7667,45.57,90,5,5.32,AU,clear sky,2022-06-29 20:00:28
474,Kalispell,48.1958,-114.3129,69.3,42,88,12.19,US,overcast clouds,2022-06-29 20:00:29
475,Mama,58.3106,112.8986,64.76,96,100,3.65,RU,light rain,2022-06-29 20:00:29
476,Talara,-4.5772,-81.2719,66.54,76,1,15.43,PE,clear sky,2022-06-29 20:00:30
477,Usinsk,65.9939,57.5281,40.28,81,98,13.53,RU,overcast clouds,2022-06-29 20:00:30
478,Cooma,-36.2333,149.1333,38.97,82,100,2.89,AU,overcast clouds,2022-06-29 20:00:31
479,Havre-Saint-Pierre,50.2334,-63.5986,63.18,61,5,7.63,CA,clear sky,2022-06-29 20:00:32
480,Mahanje,-9.9333,35.3333,56.19,90,36,2.91,TZ,scattered clouds,2022-06-29 20:00:32
481,Terra Santa,-2.1042,-56.4869,85.01,64,85,2.62,BR,overcast clouds,2022-06-29 20:00:33
482,Pleshanovo,52.8333,53.4833,53.64,71,100,4.83,RU,overcast clouds,2022-06-29 20:00:33
483,Misratah,32.3754,15.0925,85.62,46,6,10.83,LY,clear sky,2022-06-29 20:00:33
484,Taltal,-25.4,-70.4833,64.49,65,24,1.92,CL,few clouds,2022-06-29 20:00:34
485,Kupang,-10.1667,123.5833,76.91,86,99,16.64,ID,overcast clouds,2022-06-29 20:00:34
486,Byron Bay,-28.65,153.6167,54.95,86,100,4.52,AU,overcast clouds,2022-06-29 20:00:35
487,Grants,35.1473,-107.8514,80.83,22,2,4.61,US,clear sky,2022-06-29 20:00:36
488,Owando,-0.4819,15.8999,74.79,68,100,2.89,CG,overcast clouds,2022-06-29 20:00:36
489,Santiago Del Estero,-27.7951,-64.2615,74.98,23,0,14.43,AR,clear sky,2022-06-29 20:00:37
490,Chabahar,25.2919,60.643,83.55,84,93,5.48,IR,overcast clouds,2022-06-29 20:00:37
491,Motril,36.7507,-3.5179,70.27,70,0,4.47,ES,clear sky,2022-06-29 20:00:38
492,Taguatinga,-12.3857,-46.5711,86.94,22,1,3.56,BR,clear sky,2022-06-29 20:00:38
493,Muros,42.7762,-9.0603,63.84,63,94,11.36,ES,overcast clouds,2022-06-29 20:00:39
494,Ostrovnoy,68.0531,39.5131,52.84,79,43,10.36,RU,scattered clouds,2022-06-29 20:00:39
495,Salinopolis,-0.6136,-47.3561,81.61,79,5,11.92,BR,clear sky,2022-06-29 20:00:40
496,Tandil,-37.3217,-59.1332,59.68,45,100,11.68,AR,overcast clouds,2022-06-29 20:00:40
497,Toktogul,41.8708,72.9402,72.59,53,0,1.61,KG,clear sky,2022-06-29 20:00:40
498,Kamenka,51.3223,42.7678,55.17,73,9,7.34,RU,clear sky,2022-06-29 20:00:41
499,Valparaiso,-33.0393,-71.6273,67.64,72,0,10.36,CL,clear sky,2022-06-29 19:58:15
500,Kungurtug,50.5994,97.5228,50.47,93,0,0.81,RU,clear sky,2022-06-29 20:00:42
501,Chicama,-7.8447,-79.1469,71.53,58,0,9.8,PE,clear sky,2022-06-29 20:00:42
502,Boca Do Acre,-8.7522,-67.3978,91.45,35,12,3.36,BR,few clouds,2022-06-29 19:58:13
503,Garoua Boulai,5.8833,14.55,64.69,96,53,2.28,CM,light rain,2022-06-29 20:00:43
504,Waiuku,-37.25,174.75,56.32,77,0,8.32,NZ,clear sky,2022-06-29 20:00:43
505,Piranshahr,36.701,45.1413,65.98,24,0,3.44,IR,clear sky,2022-06-29 20:00:43
506,Port Blair,11.6667,92.75,81.7,81,100,9.91,IN,overcast clouds,2022-06-29 20:00:44
507,Eufaula,31.8913,-85.1455,95.32,57,20,10.36,US,thunderstorm,2022-06-29 20:00:44
508,Saint-Joseph,-21.3667,55.6167,66.58,73,58,13.0,RE,broken clouds,2022-06-29 20:00:45
509,Gorontalo,0.5412,123.0595,74.03,94,85,2.93,ID,overcast clouds,2022-06-29 20:00:45
510,Libertador General San Martin,-23.8064,-64.7876,69.98,33,0,5.19,AR,clear sky,2022-06-29 20:00:46
511,Cheremkhovo,53.1561,103.0675,60.06,82,100,2.35,RU,overcast clouds,2022-06-29 20:00:46
512,Zhuhai,22.2769,113.5678,84.85,89,20,9.22,CN,few clouds,2022-06-29 20:00:46
513,Camabatela,-8.1881,15.375,64.24,42,97,2.19,AO,overcast clouds,2022-06-29 20:00:47
514,Tezu,27.9167,96.1667,74.23,98,100,2.1,IN,overcast clouds,2022-06-29 20:00:47
515,Iqaluit,63.7506,-68.5145,45.66,54,87,5.99,CA,overcast clouds,2022-06-29 20:00:13
516,Kirakira,-10.4544,161.9205,81.14,81,32,13.42,SB,scattered clouds,2022-06-29 20:00:48
517,Kayseri,38.737,35.4968,66.22,68,75,0.0,TR,broken clouds,2022-06-29 20:00:48
518,Taksimo,56.3444,114.8794,62.94,94,60,0.98,RU,broken clouds,2022-06-29 20:00:49
519,Goderich,43.7501,-81.7165,63.91,87,26,8.43,CA,scattered clouds,2022-06-29 19:58:33
520,Vaasa,63.096,21.6158,72.28,78,0,2.3,FI,clear sky,2022-06-29 20:00:49
521,Lazaro Cardenas,17.9583,-102.2,85.24,64,100,1.77,MX,overcast clouds,2022-06-29 20:00:49
